"基準番号（ＨＯＴコード）","包装数量数","包装数量単位","包装入数数","包装入数単位","更新区分","更新年月日"
"1005820010101","50","個","1","入","1","20011214"
"1005820020101","50","個","1","入","1","20140131"
"1005837050201","1","瓶","1","入","1","20160430"
"1005844030201","1","瓶","1","入","1","20160430"
"1005875030102","1","瓶","1","入","1","20080131"
"1005899020101","10","シート","1","入","1","20230331"
"1005899020102","100","シート","1","入","1","20230331"
"1005899020201","1","瓶","1","入","1","20230331"
"1005905020101","10","シート","1","入","1","20230331"
"1005905020102","100","シート","1","入","1","20230331"
"1005905020201","1","瓶","1","入","1","20230331"
"1005912050101","10","シート","1","入","1","20230331"
"1005912050102","50","シート","1","入","1","20230331"
"1005912050201","100","シート","1","入","1","20230331"
"1005912050301","1","瓶","1","入","1","20230331"
"1005929040101","10","シート","1","入","4","20200331"
"1005929040102","100","シート","1","入","4","20200331"
"1005929040201","1","瓶","1","入","4","20200331"
"1005936010102","1","瓶","1","入","1","20240331"
"1005936010203","10","シート","1","入","1","20240331"
"1005936010204","100","シート","1","入","4","20240331"
"1005936010301","1","袋","1","入","1","20240331"
"1005950030101","10","シート","1","入","4","20100930"
"1005950030102","50","シート","1","入","4","20100930"
"1005950030103","10","シート","1","入","1","20200331"
"1005950030104","50","シート","1","入","1","20200331"
"1005950030201","1","瓶","1","入","4","20100930"
"1005950030202","1","瓶","1","入","1","20200331"
"1005974050101","10","シート","1","入","1","20230331"
"1005974050102","50","シート","1","入","1","20230331"
"1005974050201","1","瓶","1","入","1","20230331"
"1005981010102","1","瓶","1","入","1","20240331"
"1005981010203","10","シート","1","入","1","20240331"
"1005981010204","100","シート","1","入","4","20240331"
"1005981010301","1","瓶","1","入","1","20240331"
"1006001030101","10","シート","1","入","4","20180331"
"1006001030102","50","シート","1","入","4","20180331"
"1006001030103","10","シート","1","入","1","20200331"
"1006001030104","50","シート","1","入","1","20200331"
"1006001030201","1","瓶","1","入","4","20180331"
"1006001030202","1","瓶","1","入","1","20200331"
"1006018020104","100","シート","1","入","4","20220331"
"1006018020105","10","シート","1","入","1","20220331"
"1006018020106","50","シート","1","入","1","20220331"
"1006018020302","1","瓶","1","入","1","20220331"
"1006025020104","10","シート","1","入","1","20220331"
"1006025020105","50","シート","1","入","1","20220331"
"1006025020106","100","シート","1","入","1","20220331"
"1006025020202","50","シート","1","入","4","20220331"
"1006025020302","1","瓶","1","入","1","20220331"
"1006032010101","1","瓶","1","入","1","20220331"
"1006049010102","1","瓶","1","入","1","20220331"
"1006056010101","1","瓶","1","入","1","20220331"
"1006070020103","1","瓶","1","入","1","20220331"
"1006094010102","1","瓶","1","入","1","20100331"
"1006094010301","100","シート","1","入","1","20100331"
"1006094010302","10","シート","1","入","1","20100331"
"1006094020101","1","瓶","1","入","1","20220331"
"1006094020201","10","シート","1","入","1","20220331"
"1006094020202","100","シート","1","入","4","20220331"
"1006100010101","1","瓶","1","入","1","20100331"
"1006100010301","100","シート","1","入","1","20100331"
"1006100010302","10","シート","1","入","1","20100331"
"1006100020104","1","瓶","1","入","1","20220331"
"1006100020106","1","瓶","1","入","1","20220331"
"1006100020202","100","シート","1","入","1","20220331"
"1006100020203","10","シート","1","入","1","20220331"
"1006124010101","10","管","1","入","1","20220331"
"1006148020101","1","瓶","1","入","1","20120531"
"1006148020201","1","瓶","1","入","1","20120531"
"1006223010102","1","瓶","1","入","1","20070709"
"1006247010102","1","瓶","1","入","1","20080731"
"1006247020101","1","瓶","1","入","4","20211210"
"1006247020201","1","瓶","1","入","1","20211210"
"1006254020103","1","瓶","1","入","4","20070131"
"1006254020104","1","缶","1","入","4","20160831"
"1006254040101","1","瓶","1","入","1","20210930"
"1006254040201","1","缶","1","入","1","20210930"
"1006278010103","1","缶","1","入","1","20150630"
"1006278010202","1","缶","1","入","1","20150630"
"1006292010204","100","シート","1","入","1","20230331"
"1006292010205","10","シート","1","入","1","20230331"
"1006292010401","1","瓶","1","入","1","20230331"
"1006308020101","1","瓶","1","入","1","20070131"
"1006308020201","10","シート","1","入","1","20070131"
"1006308020202","100","シート","1","入","4","20070131"
"1006308040101","10","シート","1","入","1","20210930"
"1006308040201","1","瓶","1","入","1","20210930"
"1006315020101","1","瓶","1","入","1","20070131"
"1006315020201","10","シート","1","入","1","20070131"
"1006315020202","100","シート","1","入","4","20070131"
"1006315040101","10","シート","1","入","1","20210930"
"1006315040201","1","瓶","1","入","1","20210930"
"1006322010203","100","シート","1","入","1","20220331"
"1006322010204","10","シート","1","入","1","20220331"
"1006322010301","1","瓶","1","入","1","20220331"
"1006339020102","1","瓶","1","入","1","20220331"
"1006339020202","1","袋","1","入","1","20220331"
"1006346020103","1","瓶","1","入","1","20160331"
"1006346020201","1","瓶","1","入","1","20160331"
"1006346030101","1","缶","1","入","1","20180930"
"1006346030201","1","缶","1","入","1","20180930"
"1006353020102","1","瓶","1","入","1","20220331"
"1006360020102","1","瓶","1","入","1","20160331"
"1006360030101","1","缶","1","入","1","20180930"
"1006377020102","1","瓶","1","入","1","20220331"
"1006377020203","10","シート","1","入","4","20220331"
"1006377020204","100","シート","1","入","4","20220331"
"1006377020301","10","シート","1","入","1","20220331"
"1006377020302","100","シート","1","入","1","20220331"
"1006384020103","10","シート","1","入","1","20140331"
"1006384020104","100","シート","1","入","1","20140331"
"1006384020202","1","瓶","1","入","1","20140331"
"1006384020301","1","瓶","1","入","4","20140331"
"1006384030101","10","シート","1","入","1","20180930"
"1006384030102","100","シート","1","入","1","20180930"
"1006384030201","1","瓶","1","入","1","20180930"
"1006391020102","1","瓶","1","入","1","20220331"
"1006391020203","10","シート","1","入","4","20220331"
"1006391020204","100","シート","1","入","4","20220331"
"1006391020301","10","シート","1","入","1","20220331"
"1006391020302","100","シート","1","入","1","20220331"
"1006407020103","10","シート","1","入","1","20160331"
"1006407020104","100","シート","1","入","1","20160331"
"1006407020202","1","瓶","1","入","1","20160331"
"1006407030101","10","シート","1","入","1","20180930"
"1006407030102","100","シート","1","入","1","20180930"
"1006407030201","1","瓶","1","入","1","20180930"
"1006414020102","1","瓶","1","入","1","20220331"
"1006414020203","10","シート","1","入","4","20220331"
"1006414020301","10","シート","1","入","1","20220331"
"1006421020102","10","シート","1","入","1","20160331"
"1006421020202","1","瓶","1","入","1","20160331"
"1006421020301","1","瓶","1","入","4","20160331"
"1006421030101","10","シート","1","入","1","20180930"
"1006421030201","1","瓶","1","入","1","20180930"
"1006438010103","1","瓶","1","入","4","20190630"
"1006438010301","1","瓶","1","入","4","20190630"
"1006452010101","1","袋","1","入","1","20240331"
"1006452010102","1","袋","1","入","1","20240331"
"1006452010201","1200","包","1","入","1","20240331"
"1006452010202","120","包","1","入","1","20240331"
"1006452020101","120","包","1","入","1","20240331"
"1006452020102","1200","包","1","入","1","20240331"
"1006452020201","1","袋","1","入","1","20240331"
"1006452020301","1","袋","1","入","1","20240331"
"1006469010103","1","瓶","1","入","1","20190630"
"1006469010204","120","包","1","入","1","20190630"
"1006469010205","1200","包","1","入","1","20190630"
"1006469010303","120","包","1","入","1","20190630"
"1006469010401","1","瓶","1","入","1","20190630"
"1006469020101","1","瓶","1","入","1","20250630"
"1006469020201","1","瓶","1","入","1","20250630"
"1006469020301","120","包","1","入","1","20250630"
"1006490020101","1","瓶","1","入","1","20190531"
"1006490020102","1","瓶","1","入","1","20190531"
"1006490030101","1","瓶","1","入","1","20190531"
"1006490030201","1","瓶","1","入","1","20190531"
"1006490030301","100","包","1","入","1","20190531"
"1006490030302","500","包","1","入","4","20190531"
"1006490030401","100","包","1","入","1","20190531"
"1006490030402","500","包","1","入","4","20190531"
"1006506010203","10","シート","1","入","1","20190630"
"1006506010204","100","シート","1","入","1","20190630"
"1006506020101","10","シート","1","入","1","20250930"
"1006520010102","1","瓶","1","入","4","20220331"
"1006520010203","10","シート","1","入","4","20220331"
"1006520010204","100","シート","1","入","4","20220331"
"1006520010301","1","瓶","1","入","1","20220331"
"1006520010401","10","シート","1","入","1","20220331"
"1006520010402","100","シート","1","入","1","20220331"
"1006544010205","10","シート","1","入","1","20230331"
"1006544010206","100","シート","1","入","1","20230331"
"1006551010205","10","シート","1","入","4","20140630"
"1006551010206","120","シート","1","入","4","20140630"
"1006551020102","10","シート","1","入","4","20140630"
"1006568010103","10","シート","1","入","1","20240331"
"1006568010104","100","シート","1","入","1","20240331"
"1006575010204","10","シート","1","入","1","20190630"
"1006575010205","100","シート","1","入","1","20190630"
"1006575020101","10","シート","1","入","1","20250930"
"1006575020102","100","シート","1","入","1","20250930"
"1006599010103","1","瓶","1","入","4","20220331"
"1006599010205","10","シート","1","入","4","20220331"
"1006599010206","100","シート","1","入","4","20220331"
"1006599010301","1","瓶","1","入","1","20240331"
"1006599010401","10","シート","1","入","1","20240331"
"1006599010402","100","シート","1","入","1","20240331"
"1006612010102","1","瓶","1","入","1","20200331"
"1006612010203","10","シート","1","入","1","20200331"
"1006612010204","100","シート","1","入","1","20200331"
"1006612020101","10","シート","1","入","1","20250930"
"1006612020102","100","シート","1","入","1","20250930"
"1006629010102","1","瓶","1","入","1","20200331"
"1006629010204","10","シート","1","入","1","20200331"
"1006629010205","100","シート","1","入","1","20200331"
"1006629010206","300","シート","1","入","1","20200331"
"1006629020101","10","シート","1","入","1","20250930"
"1006629020102","100","シート","1","入","1","20250930"
"1006629020201","1","瓶","1","入","1","20250930"
"1006636010202","1","瓶","1","入","1","20220331"
